,达人,粉丝数,销售额,销售量,商品数,观看人次,人次峰值,地区
21819,樾与山国风首饰,104561,9507.1,271,48,22690,165,重庆市
21820,紫乐小院,82874,9499.35,326,75,18517,905,重庆市
21821,亚君（分享生活）,420316,9479.2,165,9,51900,5182,重庆市
21822,紫乐小院,82874,9475.86,314,78,17518,321,重庆市
21823,云蓓银饰,112636,9437.8,238,97,12536,59,重庆市
21824,重庆汇阁仕商贸有限公司,51630,9418.0,42,6,11153,98,重庆市
21825,重庆朝天门莫莫女装批发,72468,9416.3,153,27,10074,125,重庆市
21826,唐老鸭哥哥,743551,9415.97,696,6,93614,2399,重庆市
21827,149小个子江一只美搭服装店,114851,9415.85,198,99,8272,85,重庆市
21828,Kk姐,421201,9408.68,438,96,7214,36,重庆市
21829,仁和白芸豆,18770,9402.73,65,1,5035,124,重庆市
21830,胜伊伊 919,12672,9347.74,394,89,3810,362,重庆市
21831,小景服装店,56710,9307.0,78,41,4070,54,重庆市
21832,莎莎奢侈品,2035,9299.0,2,67,489,10,重庆市
21833,先峰组装电脑,6024,9298.0,2,100,2614,6,重庆市
21834,小林寝饰官方直播号,18281,9251.92,25,41,2016,38,重庆市
21835,雷帝高高,252879,9240.2,189,22,6056,66,重庆市
21836,猫小咪居家健身（重庆）,2036446,9237.56,105,76,21347,177,重庆市
21837,雾社球鞋,58948,9236.0,9,107,7988,76,重庆市
21838,江北区宝瓷茶叶经营坊,8883,9204.0,24,57,1369,33,重庆市
21839,胜伊伊 919,12672,9203.42,292,88,4280,286,重庆市
21840,张小颖自产女装,38997,9202.3,343,9,31477,124,重庆市
21841,麻辣鸡展量姐妹,8378,9201.44,175,5,7421,214,重庆市
21842,佰亿名表,35228,9200.1,4,82,1906,25,重庆市
21843,知知睡衣穿搭,9077,9183.46,143,17,13601,30,重庆市
21844,亚君（分享生活）,420316,9181.6,184,2,22658,3206,重庆市
21845,瑞瑞姐海鲜,6605,9174.15,637,90,2463,73,重庆市
21846,蒋诚信 好物分享,5869,9163.15,229,88,466,11,重庆市
21847,紫乐小院,82874,9126.09,290,75,13678,242,重庆市
21848,MDD. 手绘花盆,20467,9100.0,26,1,2371,119,重庆市
21849,申庭护师大课堂,157088,9100.0,157,4,9879,218,重庆市
21850,菜包指南,2235,9099.0,4,107,4506,18,重庆市
21851,紫乐小院,82874,9082.62,349,77,32425,697,重庆市
21852,七之莲围裙，源头厂家,327340,9075.82,281,94,7517,41,重庆市
21853,空姐玲儿的俊俊,44296,9058.45,95,97,8232,54,重庆市
21854,范师傅电子经营部,795999,9043.82,45,57,5543,66,重庆市
21855,香港🇭🇰Morning 轻奢箱包,7770,9043.6,58,22,4143,63,重庆市
21856,轻乳日记,58825,9016.2,359,22,15211,123,重庆市
21857,FILA斐乐爱琴海专营店,18956,9015.0,16,99,5139,63,重庆市
21858,上门哥奢侈品-拉拉,3134,8999.0,2,123,3143,26,重庆市
21859,莎莎奢侈品,2035,8999.0,1,29,1008,25,重庆市
21860,上门哥奢侈品-拉拉,3134,8998.0,3,96,1586,36,重庆市
21861,仁和白芸豆,18770,8997.12,62,1,3570,78,重庆市
21862,双福邓二妹水果上午10：30直播,30090,8994.18,139,17,5552,80,重庆市
21863,汐隐宫,402677,8988.0,14,77,4051,23,重庆市
21864,申庭护师大课堂,157088,8979.0,154,4,12946,382,重庆市
21865,哇塞,29570,8973.73,118,44,12122,50,重庆市
21866,江北区宝瓷茶叶经营坊,8883,8953.0,19,62,1253,30,重庆市
21867,申庭主管护师课堂,187755,8943.0,163,5,28940,817,重庆市
21868,花露水小姐姐,66043,8905.7,446,25,33309,671,重庆市
21869,衣庄服装,49416,8904.0,34,24,5808,108,重庆市
21870,@米妈母婴,3941,8900.39,222,27,3830,44,重庆市
21871,莎莎奢侈品,2035,8899.0,2,65,720,15,重庆市
21872,雾社球鞋,58948,8888.0,9,106,3978,69,重庆市
21873,猫小咪居家健身（重庆）,2036446,8886.99,111,78,25536,148,重庆市
21874,杨玫瑰,225264,8881.53,380,45,4548,359,重庆市
21875,猫小咪居家健身（重庆）,2036446,8877.97,102,78,13610,112,重庆市
21876,申庭主管护师课堂,187755,8871.0,152,5,20331,733,重庆市
21877,VERO MODA重庆龙湖时代天街店,13942,8827.0,55,60,7949,64,重庆市
21878,晓瑞家牛仔服饰,4328,8815.3,147,16,25570,120,重庆市
21879,达猫美食,245147,8810.9,413,69,11996,170,重庆市
21880,金角官方旗舰店,25370,8801.5,105,21,4925,32,重庆市
21881,重庆汇阁仕商贸有限公司,51630,8801.0,39,7,8237,82,重庆市
21882,佰亿名表,35228,8800.4,8,96,1222,27,重庆市
21883,亚君（分享生活）,420316,8797.4,177,4,31981,3653,重庆市
21884,金角官方旗舰店,25370,8796.4,88,21,2674,23,重庆市
21885,小陈,5450,8782.87,156,100,2241,7,重庆市
21886,香港🇭🇰GoCosl 轻奢箱包,5552,8782.6,68,30,3641,90,重庆市
21887,大码百分百,204277,8782.0,81,35,10050,48,重庆市
21888,M实验室,18404,8769.1,66,14,7635,63,重庆市
21889,随心,31095,8766.73,164,6,12738,790,重庆市
21890,申庭主管护师课堂,187755,8754.0,159,5,18094,576,重庆市
21891,知知睡衣穿搭,9077,8751.31,192,19,14906,49,重庆市
21892,新月轻奢女鞋工厂店棒,17128,8747.4,126,16,12005,124,重庆市
21893,法国🇫🇷高奢cl,2398,8742.6,49,34,3181,157,重庆市
21894,罗技星空数码,3092,8684.73,42,7,6138,134,重庆市
21895,小岩Vlog.记录平凡生活,32772,8681.79,294,69,4836,369,重庆市
21896,鑫纯服饰,18505,8675.29,127,55,25530,111,重庆市
21897,会心姐姐,3385,8639.17,178,100,633,3,重庆市
21898,拉贝亟,25712,8636.9,129,4,51883,9733,重庆市
21899,乔浪男装5,34442,8631.8,216,31,16947,91,重庆市
21900,梅见旗舰店,136091,8625.2,77,19,5379,42,重庆市
21901,香港🇭🇰GoCosl 轻奢箱包,5552,8622.2,61,27,4042,77,重庆市
21902,申庭护师大课堂,157088,8621.0,154,4,11784,224,重庆市
21903,老唐育儿（直播小号）,252633,8617.45,135,47,6669,157,重庆市
21904,半点心💕,32089,8614.63,117,10,848,35,重庆市
21905,欧莱雅品牌直播,8289,8583.0,41,18,4406,16,重庆市
21906,塘坝村在山上,143627,8577.3,139,18,6459,102,重庆市
21907,申庭主管护师课堂,187755,8483.0,141,5,23025,667,重庆市
21908,重庆金衣柜品牌女装,33220,8457.83,108,78,4291,46,重庆市
21909,麻辣鸡展量姐妹,8378,8441.76,151,6,10719,130,重庆市
21910,小团团服饰,9145,8428.34,125,2,25014,1367,重庆市
21911,意大利🇮🇹轻奢定制,1554,8426.8,45,28,4512,107,重庆市
21912,是萝小溜呀,56586,8420.66,194,86,5070,70,重庆市
21913,莉芝家,32116,8420.0,38,29,5501,46,重庆市
21914,临沂市兰山区玉力百货店,482826,8411.69,177,99,6517,144,重庆市
21915,有友食品,80121,8411.6,263,15,8458,69,重庆市
21916,小岩Vlog.记录平凡生活,32772,8405.78,272,64,4712,235,重庆市
21917,佰亿名表,35228,8401.3,15,80,2378,20,重庆市
21918,重庆小董腊肉,8631,8400.0,43,2,38330,819,重庆市
21919,欧莱雅品牌直播,8289,8395.0,40,19,3233,12,重庆市
21920,南岸区银匠饰品经营部,37787,8394.0,31,65,9317,95,重庆市
21921,七之莲围裙，源头厂家,327340,8376.42,251,92,9002,98,重庆市
21922,贵香姐(下午两点开播）,6499,8369.78,212,100,150,20,重庆市
21923,乌江榨菜,809617,8360.93,295,21,12121,104,重庆市
21924,双林姐夫,97245,8352.16,386,37,13591,884,重庆市
21925,东大大(渝H)户外追逐,8418,8346.16,528,20,12362,310,重庆市
21926,小红红服配饰,1807321,8345.67,601,18,66532,2864,重庆市
21927,雾社球鞋,58948,8327.0,5,103,2891,52,重庆市
21928,赫美女装-晚19点直播,57223,8326.0,56,21,8197,43,重庆市
21929,華莉萱陶瓷店,4272,8301.67,204,266,16098,203,重庆市
21930,酉好货,91659,8276.66,454,20,27103,204,重庆市
21931,鼎鼎黄金工厂2⃣️号店,3021,8268.5,60,67,5959,85,重庆市
21932,田田麻麻（记录生活）,23085,8254.38,427,30,20210,1937,重庆市
21933,上门哥奢侈品-拉拉,3134,8250.0,2,107,1297,31,重庆市
21934,轻乳日记,58825,8217.5,466,19,10663,156,重庆市
21935,衣庄服装,49416,8212.0,32,27,4826,96,重庆市
21936,文华麻辣鸡,18659,8196.94,96,3,3035,38,重庆市
21937,七之莲围裙，源头厂家,327340,8194.75,237,92,7592,56,重庆市
21938,OBEG欧碧倩女装直播间,18908,8178.0,17,101,3216,47,重庆市
21939,德华真皮女包,26769,8152.46,25,4,4875,99,重庆市
21940,MDD. 手绘花盆,20467,8143.0,17,1,2555,128,重庆市
21941,佰亿名表,35228,8100.2,5,82,3034,24,重庆市
21942,随心,31095,8072.74,183,9,29843,220,重庆市
21943,瓶子星球,9745,8054.3,119,17,3121,39,重庆市
21944,赫美女装-晚19点直播,57223,8048.4,51,18,7769,47,重庆市
21945,奇珍异宝苛选,94791,8047.62,128,23,38256,117,重庆市
21946,华榴姐食记,429611,8026.26,329,88,33991,1633,重庆市
21947,园子精选童书,264,8000.8,142,51,179,7,重庆市
21948,炫淘唯唯,23175,8000.2,5,80,2046,30,重庆市
21949,鑫纯服饰,18505,7974.64,134,51,27271,108,重庆市
21950,范师傅电子经营部,795999,7972.06,33,58,6607,86,重庆市
21951,七之莲围裙，源头厂家,327340,7952.08,238,94,9125,164,重庆市
21952,铜梁区美亿小隐花卉园艺苗圃,16425,7945.96,52,1,12236,278,重庆市
21953,初拥,1083283,7943.73,309,10,143186,11176,重庆市
21954,鑫纯服饰,18505,7918.6,114,50,26030,139,重庆市
21955,云蓓银饰,112636,7910.3,204,97,8762,42,重庆市
21956,華莉萱陶瓷店,4272,7883.43,240,169,16638,829,重庆市
21957,衣庄服装,49416,7881.0,27,24,4372,89,重庆市
21958,@米妈母婴,3941,7873.39,296,33,3664,58,重庆市
21959,坚果藕粉,1412,7861.13,256,89,148,72,重庆市
21960,申庭护师大课堂,157088,7861.0,140,4,15571,452,重庆市
21961,易磨刀厨具,4240,7858.82,234,7,23692,942,重庆市
21962,申庭护师大课堂,157088,7848.0,132,4,11353,403,重庆市
21963,晓瑞家牛仔服饰,4328,7846.9,131,15,24015,157,重庆市
21964,紫乐小院,82874,7835.19,310,73,11523,199,重庆市
21965,简杰教唱歌（直播号）,399429,7832.82,227,11,15115,2818,重庆市
21966,申庭主管护师课堂,187755,7828.0,143,5,15834,497,重庆市
21967,申庭护师大课堂,157088,7792.0,131,4,18388,384,重庆市
21968,唐老鸭哥哥,743551,7789.79,406,23,22730,841,重庆市
21969,ANGEGARDIEN,3246,7789.0,44,22,868,13,重庆市
21970,张小漫&,113273,7781.05,55,2,16712,235,重庆市
21971,唐老鸭哥哥,743551,7780.05,312,98,10269,170,重庆市
21972,小景服装店,56710,7778.0,71,48,8666,56,重庆市
21973,雾社球鞋,58948,7772.0,9,100,17966,174,重庆市
21974,双林姐夫,97245,7761.03,283,37,11228,695,重庆市
21975,张小漫&,113273,7753.85,56,2,24988,1072,重庆市
21976,猫小咪居家健身（重庆）,2036446,7749.53,63,80,29900,1231,重庆市
21977,乔浪男装5,34442,7731.39,201,30,12615,87,重庆市
21978,小团团服饰,9145,7695.39,132,2,29660,1519,重庆市
21979,申庭护师大课堂,157088,7694.0,131,4,15093,438,重庆市
21980,胜伊伊 919,12672,7690.31,290,103,3375,206,重庆市
21981,向义虎（双林）,104647,7667.26,343,44,10642,1923,重庆市
21982,彩虹夫妇,7432236,8110264.02,152303,34,3129906,56456,四川省
21983,彩虹夫妇,7432236,3775716.73,28259,30,1200441,23927,四川省
21984,彩虹夫妇,7432236,2396096.8,42937,44,1364525,27464,四川省
21985,姗姗茶叶,284175,2112996.3,5714,47,118062,3455,四川省
21986,郭幂幂,1000007,2096913.42,4686,53,133524,1449,四川省
21987,彩虹夫妇,7432236,2071775.38,39595,43,1489086,20219,四川省
21988,彩虹夫妇,7432236,2041434.19,46671,35,1176340,45402,四川省
21989,彩虹夫妇,7432236,1966470.35,23330,30,892191,21328,四川省
21990,彩虹夫妇,7432236,1277740.44,11048,26,635766,19473,四川省
21991,家电大兵,1556119,1176859.88,483,71,37580,749,四川省
21992,姗姗茶叶,284175,1049049.04,3840,49,113611,3363,四川省
21993,杨小帽,177338,963518.0,8988,50,342977,4893,四川省
21994,C魅,931670,943694.77,31747,63,411678,4843,四川省
21995,梧桐男装,84306,823666.38,9920,28,162676,600,四川省
21996,SWAG Studio集合空间,110916,822136.0,2692,33,22693,1041,四川省
21997,梧桐男装,84306,758777.42,8984,23,154238,769,四川省
21998,杨小帽,177338,742078.0,7404,47,301251,3339,四川省
21999,大表姐家,942279,728807.17,19207,40,482658,6758,四川省
22000,天花板,18804,727466.91,27838,134,417850,1149,四川省
22001,执著男装搭配,1497031,690912.4,10590,28,220587,862,四川省
22002,花忆森海农场（正在直播）,2382076,679711.78,35077,102,1076960,3298,四川省
22003,杨小帽,177338,672897.0,6477,39,347579,3508,四川省
22004,执著男装搭配,1497031,645569.2,9219,28,191378,819,四川省
22005,吴大叔手工女鞋,220860,635661.0,2641,60,128504,1338,四川省
22006,花忆森海农场（正在直播）,2382076,632205.0,33372,101,816537,2923,四川省
22007,杨小帽,177338,625200.2,5765,49,263714,3063,四川省
22008,执著男装搭配,1497031,616365.54,9437,30,189106,939,四川省
22009,花忆森海农场（正在直播）,2382076,603079.8,31165,99,711665,3447,四川省
22010,大表姐家,942279,602218.1,15079,22,368023,7662,四川省
22011,猫猫轻奢女鞋（早春款新款上新）,262570,569460.0,1770,39,127975,1377,四川省
22012,许小姐的服饰店（早上9:30直播）,564561,560803.0,5861,44,351398,2245,四川省
22013,C魅2店,709059,555355.53,17506,52,191073,3063,四川省
22014,果壳姐妹女鞋（晚上7点直播）,233867,547332.0,2293,84,179347,1704,四川省
22015,MBD服饰官方旗舰店,129046,543897.7,6876,23,470388,1127,四川省
22016,C魅,931670,541599.95,17081,60,263726,3679,四川省
22017,C魅2店,709059,538893.63,21326,56,209492,3736,四川省
22018,杨小帽,177338,535983.0,5094,40,251577,2890,四川省
22019,ohwehi,71831,523589.53,1752,89,59824,718,四川省
22020,花忆森海农场（正在直播）,2382076,504515.43,26031,98,753630,2768,四川省
22021,铁人的小师姐,2716,479457.0,247,45,9404,228,四川省
22022,花忆森海农场（正在直播）,2382076,477469.11,25593,99,635844,2353,四川省
22023,蜀中桃子姐,21663008,473951.42,19486,36,726330,6579,四川省
22024,猫猫轻奢女鞋（早春款新款上新）,262570,467346.0,1504,32,125506,1107,四川省
22025,依.美丁,557336,456961.53,4071,53,86005,1025,四川省
22026,杨依姗,1845762,456496.78,4688,94,141260,1848,四川省
22027,蚂蚁珠饰（南红配饰专家）,32721,442786.43,2154,153,50309,862,四川省
22028,彩虹夫妇小号,385423,436310.34,10094,104,288834,7307,四川省
22029,穿高跟鞋的吴大叔  晚18:00女鞋直播,1073470,436100.0,1710,62,135370,1164,四川省
22030,郭幂幂,1000007,435391.8,4208,78,130075,1703,四川省
22031,贝德弗智能锁指纹锁,224515,433830.67,435,2,71528,212,四川省
22032,梧桐男装,84306,433237.0,5360,26,90424,466,四川省
22033,吴大叔手工女鞋,220860,429173.0,1998,60,111590,529,四川省
22034,大表姐家,942279,420817.79,10466,16,232294,6905,四川省
22035,梧桐男装,84306,415138.34,5142,26,101043,583,四川省
22036,贝德弗智能锁指纹锁,224515,404921.87,409,2,74247,423,四川省
22037,MBD服饰官方旗舰店,129046,392255.8,4867,23,260056,877,四川省
22038,郭幂幂,1000007,388461.15,4115,76,127726,1497,四川省
22039,贝德弗智能锁指纹锁,224515,386877.47,388,2,55200,195,四川省
22040,杨依姗,1845762,385267.3,3850,86,136418,1647,四川省
22041,贝德弗智能锁指纹锁,224515,382617.0,383,2,60336,192,四川省
22042,穿高跟鞋的吴大叔  晚18:00女鞋直播,1073470,376064.0,1486,65,138061,1113,四川省
22043,贝德弗智能锁指纹锁,224515,369160.27,371,2,60697,217,四川省
22044,iCar,299717,352000.0,176,2,70485,1428,四川省
22045,密子君,13649793,347121.32,5875,53,276629,4482,四川省
22046,吴大叔手工女鞋,220860,344583.0,1404,62,86080,612,四川省
22047,许小姐的服饰店（早上9:30直播）,564561,343723.0,4198,42,208979,1297,四川省
22048,雨衣妹妹·刘墩墩,2234938,342507.9,5834,23,126939,1665,四川省
22049,iCar,299717,342000.0,172,2,139862,1106,四川省
22050,穿高跟鞋的吴大叔  晚18:00女鞋直播,1073470,341311.0,1306,67,133774,1143,四川省
22051,家电大兵,1556119,340453.0,127,13,5463,198,四川省
22052,iCar,299717,336000.0,168,3,15806,112,四川省
22053,花忆森海农场（正在直播）,2382076,335574.31,16575,102,398216,2231,四川省
22054,星之亮文化传播,47693,323456.94,790,93,1826,84,四川省
22055,蚂蚁珠饰（南红配饰专家）,32721,322900.97,2112,144,38991,558,四川省
22056,吴大叔手工女鞋,220860,319183.0,1497,62,73306,608,四川省
22057,丽姐轻食,212961,317590.55,11448,148,51625,90,四川省
22058,桔子姑娘纸业,1703990,309884.24,17328,16,483930,1228,四川省
22059,多多妹儿,354162,306233.63,6278,98,206754,787,四川省
22060,糖果超甜,226583,305512.5,14250,4,285913,420,四川省
22061,猫猫轻奢女鞋（早春款新款上新）,262570,303963.0,977,37,94438,674,四川省
22062,iCar,299717,296000.0,149,2,85520,838,四川省
22063,MBD服饰官方旗舰店,129046,294145.7,3653,20,189128,1011,四川省
22064,全友家居官方旗舰店,281487,293686.83,138,102,81927,206,四川省
22065,桔子姑娘纸业,1703990,292747.59,16312,17,442935,1063,四川省
22066,鹿鹿私橱分享,30826,291639.0,1436,35,59108,576,四川省
22067,杨依姗,1845762,291443.3,2579,89,111878,1464,四川省
22068,蒙牛旗舰店,535821,290002.97,1687,16,97921,254,四川省
22069,丽姐轻食,212961,289999.61,10389,148,45355,78,四川省
22070,穿高跟鞋的吴大叔  晚18:00女鞋直播,1073470,286143.0,1107,20,104519,1834,四川省
22071,双立人官方旗舰店,493004,285804.12,642,45,52464,128,四川省
22072,许小姐的服饰店（早上9:30直播）,564561,285103.0,3090,42,183749,1798,四川省
22073,C魅2店,709059,283173.77,9838,47,146025,4281,四川省
22074,泸州老窖官方旗舰店,630027,282274.24,1181,51,93078,388,四川省
22075,李宁运动,1272729,280693.0,1837,99,165603,849,四川省
22076,熙世美,1909843,278623.55,2621,52,74306,1028,四川省
22077,猫猫轻奢女鞋（早春款新款上新）,262570,277685.0,935,36,103781,1007,四川省
22078,执著男装搭配,1497031,277267.62,4671,28,118460,748,四川省
22079,雨衣妹妹·刘墩墩,2234938,276726.94,4361,18,104125,1086,四川省
22080,猫猫轻奢女鞋（早春款新款上新）,262570,276536.0,914,34,145003,1294,四川省
22081,乐山鳝哥（今晚八点户外,4677153,271999.5,3925,2,1505287,112640,四川省
22082,杨依姗,1845762,271452.7,3058,89,114317,1564,四川省
22083,胖哥小妹服饰（今晚7点直播）,189880,269963.65,2356,72,134696,1590,四川省
22084,彩虹夫妇小号,385423,269644.84,6271,93,374183,4729,四川省
22085,ohwehi,71831,268510.46,909,60,37678,472,四川省
22086,乐山鳝哥（今晚八点户外,4677153,264291.0,2309,2,1566396,119229,四川省
22087,密子君,13649793,263521.89,4179,50,263090,4830,四川省
22088,中国邮政集团有限公司成都市锦江区分公司,592292,261093.28,1458,117,91062,985,四川省
22089,许小姐的服饰店（早上9:30直播）,564561,260534.0,3049,41,178247,1047,四川省
22090,乐山鳝哥（今晚八点户外,4677153,260272.6,3116,2,1909850,147032,四川省
