,日期,上证50,用友网络,紫金矿业,中国平安,中国建筑,海通证券,中国中免,新华保险,中国石化,浦发银行,恒生电子,通威股份,山西汾酒,上汽集团,航发动力,伊利股份,长城汽车,保利发展,恒瑞医药,隆基股份,兴业银行,中国人寿,中国太保,国泰君安,工商银行,中国联通,长江电力,贵州茅台,兆易创新,海尔智家,中金公司,万华化学,华泰证券,三一重工,中信证券,海天味业,工业富联,中远海控,中信建投,中国电信,片仔癀,中国神华,山东黄金,闻泰科技,招商银行,药明康德,海螺水泥,中国石油,韦尔股份,农业银行,复星医药
1,2020/09/02,3347.30,43.54,7.13,75.93,5.10,14.95,223.00,59.38,4.00,10.18,110.48,25.22,196.18,18.91,43.00,41.60,15.95,16.27,94.70,68.01,16.32,44.08,30.66,19.31,4.92,5.13,19.65,1795.00,196.92,21.90,37.70,73.50,21.60,23.21,31.90,198.48,14.77,5.37,52.31,6.11,272.88,15.96,28.88,137.06,37.20,109.89,59.70,4.35,170.40,3.19,53.30
2,2020/09/03,3334.41,42.22,7.06,75.39,5.07,14.84,224.30,58.69,3.99,10.12,109.00,24.29,198.01,19.21,43.50,41.55,15.55,16.40,95.00,66.45,16.28,43.41,30.50,19.04,4.91,5.12,20.02,1793.00,202.47,21.30,41.47,75.80,21.37,23.78,31.52,185.00,14.51,5.59,52.02,5.50,265.96,16.10,28.33,136.03,36.98,108.13,59.57,4.31,186.12,3.17,52.92
3,2020/09/04,3309.21,40.93,7.00,74.82,5.05,14.67,219.80,58.10,3.98,10.07,106.50,23.78,193.88,19.26,42.87,40.98,15.89,16.47,93.51,66.40,16.12,42.50,30.18,18.78,4.90,5.09,20.01,1770.00,204.06,21.30,44.30,77.50,21.27,23.18,31.04,170.79,14.17,5.58,51.08,4.95,245.86,16.17,28.46,137.33,36.80,105.22,59.45,4.31,187.10,3.16,52.60
4,2020/09/07,3253.43,39.58,7.09,75.06,5.01,14.33,209.28,56.80,3.96,10.01,102.90,23.15,190.25,19.40,40.99,40.38,16.35,16.61,91.60,62.52,16.19,40.70,30.10,18.52,4.90,5.06,20.08,1723.50,185.51,21.09,47.20,72.88,20.73,22.41,29.91,161.68,13.94,5.80,48.48,4.83,244.21,16.07,27.72,136.58,36.79,100.46,58.28,4.28,182.00,3.14,49.88
5,2020/09/08,3289.91,39.60,7.04,77.14,5.11,14.80,204.20,61.20,3.97,10.05,103.53,24.04,187.93,20.04,40.28,39.88,16.78,16.61,92.33,63.50,16.51,43.09,31.02,19.02,4.95,5.12,20.00,1711.40,185.78,21.30,51.92,73.68,21.08,23.38,30.65,168.50,14.21,6.04,50.78,4.71,238.47,16.49,27.21,126.59,37.59,100.88,58.86,4.31,177.05,3.18,50.52
6,2020/09/09,3235.70,37.61,6.73,76.48,5.04,14.49,197.18,60.24,3.94,10.01,100.85,23.00,188.08,19.20,39.92,39.17,16.95,16.40,90.30,62.85,16.32,42.70,30.33,18.70,4.94,5.08,19.99,1688.00,176.00,20.91,57.11,69.70,20.69,22.39,30.09,158.90,13.91,6.07,50.43,4.61,227.55,16.26,27.04,117.30,37.60,98.18,57.70,4.28,171.31,3.17,48.11
7,2020/09/10,3245.50,37.92,6.98,76.52,5.03,14.26,205.60,60.80,3.92,9.96,101.04,22.51,196.67,19.14,40.30,38.82,17.04,16.77,90.74,63.91,16.24,44.07,30.61,18.41,4.91,5.04,20.07,1705.80,174.50,21.32,60.11,71.80,20.34,22.86,30.00,160.21,13.56,5.99,50.77,4.64,242.41,16.28,26.87,117.01,37.70,97.89,57.85,4.24,174.11,3.16,48.41
8,2020/09/11,3265.50,38.41,6.91,77.21,5.02,14.32,207.21,60.46,3.91,9.92,101.41,24.76,210.02,18.99,40.75,38.84,17.27,16.58,91.81,69.82,16.13,44.58,30.72,18.33,4.93,5.03,20.36,1733.00,178.90,21.28,59.60,72.15,20.29,23.07,30.09,161.14,13.62,5.80,51.03,4.56,262.05,15.99,27.04,120.18,37.24,98.20,58.00,4.24,187.72,3.16,48.41
9,2020/09/14,3294.15,38.50,7.14,78.55,5.03,14.32,214.30,58.43,3.92,9.90,102.19,25.00,211.60,19.43,39.93,39.02,17.04,16.55,91.36,72.82,16.12,44.09,30.46,18.35,4.93,5.06,20.90,1766.00,178.03,22.00,56.22,74.08,20.27,22.94,30.05,159.00,13.85,5.64,51.25,4.58,254.00,16.06,27.05,122.20,37.35,97.60,59.19,4.26,191.00,3.16,47.75
10,2020/09/15,3317.64,38.95,7.17,79.91,5.06,14.30,222.58,60.42,3.92,9.86,100.50,25.00,209.85,19.67,40.25,39.93,17.23,16.66,91.10,71.97,16.09,44.18,30.42,18.41,4.92,5.03,20.59,1760.00,180.50,22.13,57.20,75.40,20.43,24.02,30.22,162.40,13.73,5.72,51.43,4.56,250.20,16.06,27.64,123.49,37.90,98.70,59.19,4.24,188.54,3.16,49.68
11,2020/09/16,3295.58,38.21,7.04,78.60,5.08,14.30,217.26,60.91,3.94,9.86,95.05,25.07,207.99,19.89,39.40,39.10,18.22,16.84,89.74,73.20,16.14,43.71,30.50,18.39,4.94,5.03,20.61,1725.10,178.78,22.13,60.38,75.28,20.44,24.05,30.23,160.20,13.60,5.62,51.24,4.54,255.09,16.25,27.11,121.92,38.06,97.30,59.24,4.25,195.88,3.17,47.20
12,2020/09/17,3264.69,38.06,6.80,79.00,5.05,14.14,212.13,61.08,3.93,9.83,95.86,25.10,197.79,20.32,40.85,38.16,19.15,16.64,86.29,74.50,15.98,42.95,30.32,18.10,4.94,5.01,20.42,1670.52,180.75,22.19,58.93,75.90,20.42,25.06,29.61,157.67,13.56,5.60,49.95,4.55,245.00,16.15,26.16,122.86,37.87,95.28,58.55,4.23,193.01,3.17,46.78
13,2020/09/18,3347.78,38.99,7.03,82.89,5.24,14.61,216.00,67.19,3.96,9.94,99.47,24.85,198.93,20.25,41.57,39.35,19.20,17.35,88.98,72.05,16.40,47.25,32.44,18.80,4.98,5.10,20.71,1695.00,182.80,22.73,60.00,74.99,21.17,25.20,30.90,158.22,13.82,5.82,52.23,4.54,244.29,16.66,26.75,124.24,38.99,96.58,60.03,4.27,191.80,3.20,47.75
14,2020/09/21,3311.59,38.81,6.87,80.93,5.24,14.59,209.01,64.82,3.97,9.84,98.57,24.50,198.29,20.13,42.12,38.55,18.20,17.07,88.50,71.19,16.44,45.92,32.64,18.61,4.96,5.06,20.32,1666.80,179.32,22.60,57.13,76.00,21.00,25.22,30.93,157.00,13.74,5.83,52.00,4.54,239.00,16.67,26.62,123.57,38.60,95.21,59.75,4.25,185.95,3.19,48.03
15,2020/09/22,3270.52,38.55,6.56,79.07,5.18,14.38,206.71,63.13,3.93,9.70,98.17,24.16,196.59,19.74,40.53,38.63,17.70,16.84,89.30,69.99,16.25,45.75,31.57,18.52,4.93,5.02,20.05,1665.69,177.00,22.31,58.36,72.01,20.81,24.73,30.62,155.73,13.56,5.73,51.43,4.54,234.90,16.45,25.81,120.13,37.88,95.03,58.73,4.14,185.58,3.17,48.37
16,2020/09/23,3275.74,39.05,6.45,78.56,5.14,14.29,217.50,63.10,3.92,9.63,98.10,25.60,198.31,19.83,40.08,38.85,17.73,16.68,89.84,76.99,16.15,45.14,31.44,18.36,4.92,5.01,20.01,1649.98,182.70,22.64,62.00,71.10,20.78,25.00,30.31,158.31,13.57,5.91,50.56,4.53,236.30,16.29,25.51,120.18,37.50,98.00,58.20,4.11,184.70,3.16,52.15
17,2020/09/24,3218.72,37.63,6.02,77.07,5.07,14.13,213.10,62.60,3.89,9.50,95.86,24.30,198.24,19.30,39.34,37.90,17.10,16.37,87.86,69.69,15.96,45.58,31.10,18.16,4.90,4.92,19.40,1629.32,180.40,22.03,62.75,69.59,20.61,24.61,29.95,156.33,13.23,5.79,49.98,4.54,231.00,16.11,25.16,116.91,37.06,96.84,57.22,4.10,182.80,3.15,51.45
18,2020/09/25,3229.78,37.99,6.20,77.59,5.09,14.39,219.20,62.60,3.89,9.47,97.44,24.81,196.94,19.21,38.51,38.11,17.31,15.89,88.45,71.12,15.95,45.40,31.52,18.50,4.89,4.91,18.86,1635.11,178.50,21.49,60.18,69.03,20.87,24.28,30.20,157.35,13.17,5.52,50.38,4.53,228.91,16.33,25.36,116.23,37.18,97.97,56.70,4.09,174.91,3.15,51.99
19,2020/09/28,3250.50,37.79,6.19,77.95,5.08,14.47,224.90,63.50,3.89,9.46,98.43,26.78,196.60,19.29,38.52,38.18,18.31,16.15,88.58,74.00,15.99,45.57,31.46,18.40,4.94,4.86,19.05,1661.00,174.00,21.60,62.20,70.32,20.81,24.75,30.22,156.92,13.28,5.69,50.14,4.53,230.86,16.58,25.55,119.62,37.25,96.60,56.28,4.10,175.20,3.19,50.55
20,2020/09/29,3241.32,39.08,6.19,76.80,5.05,14.43,224.30,63.75,3.89,9.43,98.43,26.90,196.68,19.13,41.00,38.29,18.01,16.07,89.89,75.09,15.90,45.49,31.45,18.41,4.91,4.86,19.04,1652.30,174.25,22.19,62.95,70.34,20.72,24.74,30.26,158.32,13.56,5.89,50.05,4.53,235.74,16.51,25.50,118.72,36.31,100.60,55.85,4.09,174.96,3.17,50.09
21,2020/09/30,3232.42,38.21,6.15,76.26,5.08,14.15,222.94,62.08,3.91,9.39,98.59,26.58,198.19,19.13,41.25,38.50,19.12,15.89,89.82,75.01,16.13,44.43,31.21,18.24,4.92,4.85,19.13,1668.50,173.11,21.82,65.19,69.30,20.53,24.89,30.03,162.10,13.59,5.73,49.82,4.53,243.32,16.47,25.91,116.86,36.00,101.50,55.26,4.11,177.37,3.17,49.11
22,2020/10/09,3286.86,41.50,6.22,77.90,5.10,14.40,204.10,63.01,3.93,9.42,100.03,29.24,199.74,19.80,41.76,40.30,19.89,16.06,91.95,82.00,16.17,44.85,32.02,18.54,4.91,4.92,18.96,1696.00,179.82,22.10,68.02,72.20,20.97,25.58,30.60,163.09,13.85,6.03,50.00,4.63,245.60,16.58,26.45,121.15,36.18,103.69,55.62,4.13,182.40,3.17,54.02
23,2020/10/12,3387.88,43.08,6.58,80.86,5.15,15.00,212.00,67.09,3.96,9.59,103.24,30.10,216.55,20.10,43.46,41.69,21.88,16.43,94.20,82.73,16.74,46.86,33.17,19.00,4.96,5.00,19.25,1750.61,187.47,22.80,68.00,77.20,21.62,27.44,31.72,172.34,14.02,6.06,51.78,4.55,251.66,16.74,26.37,126.86,37.56,107.80,56.89,4.18,191.43,3.19,55.33
24,2020/10/13,3386.89,43.58,6.58,81.38,5.11,15.01,214.10,66.03,3.94,9.54,104.90,31.09,219.30,20.67,43.10,41.48,24.07,16.21,93.70,82.69,16.77,47.00,32.81,18.76,4.92,4.97,19.33,1739.00,185.96,23.41,65.98,79.10,21.45,27.65,31.35,172.63,13.93,6.04,50.95,4.44,249.65,16.79,25.88,120.32,37.79,109.00,56.45,4.15,192.16,3.17,58.85
25,2020/10/14,3369.50,43.29,6.49,81.38,5.11,14.86,209.20,65.55,3.92,9.53,100.51,31.59,221.35,20.50,42.20,41.80,23.18,16.12,93.00,79.82,16.75,47.01,32.47,18.60,4.92,4.97,19.12,1729.00,184.24,23.40,63.70,80.15,21.29,27.51,30.95,171.49,13.73,6.16,49.93,4.31,250.80,16.66,25.87,117.27,38.05,108.53,55.60,4.11,186.70,3.17,59.70
26,2020/10/15,3371.40,44.55,6.56,81.40,5.12,14.82,202.83,66.49,3.92,9.62,96.60,29.72,221.72,20.46,41.33,41.47,22.72,16.12,93.16,77.90,17.01,48.04,32.87,18.61,4.93,4.92,19.03,1725.00,185.57,23.03,63.45,79.57,21.38,27.47,30.97,171.00,13.75,6.02,49.91,4.34,247.10,16.75,26.01,117.21,39.01,109.31,55.66,4.11,185.30,3.18,59.91
27,2020/10/16,3380.17,43.42,6.59,82.00,5.12,14.79,203.43,67.83,3.93,9.72,96.72,28.71,215.94,20.59,39.87,41.21,22.52,16.21,93.10,76.32,17.64,49.63,33.35,18.67,4.99,4.93,18.91,1712.00,183.53,22.28,63.75,79.60,21.37,27.29,31.08,168.35,13.78,6.01,49.94,4.26,246.82,17.02,26.12,110.11,39.78,108.41,55.07,4.11,184.50,3.19,61.41
28,2020/10/19,3354.31,43.37,6.68,81.85,5.11,14.71,200.10,67.50,3.92,9.65,96.01,27.20,208.24,20.49,39.50,40.18,22.92,16.29,91.52,71.50,17.67,50.00,33.81,18.51,5.02,4.93,18.82,1699.00,181.29,22.24,60.65,79.30,21.22,26.99,30.88,163.07,13.86,5.96,49.11,4.29,242.00,16.84,25.82,108.21,39.99,105.55,54.08,4.11,179.98,3.21,58.06
29,2020/10/20,3363.50,43.45,6.75,81.23,5.07,14.75,200.02,67.51,3.93,9.58,96.78,28.15,214.00,21.11,39.70,41.50,25.20,16.15,91.01,73.09,17.80,49.89,33.55,18.40,4.98,4.95,18.84,1734.00,181.71,22.20,60.20,79.90,21.18,27.16,30.65,169.65,13.85,5.96,47.80,4.34,245.50,16.81,26.08,106.59,39.97,107.83,54.32,4.10,180.90,3.18,58.90
30,2020/10/21,3377.42,42.08,6.97,82.40,5.09,14.72,195.60,69.50,3.93,9.70,96.02,28.03,213.15,21.52,37.05,41.85,24.57,16.21,89.58,72.00,18.17,51.96,34.18,18.38,5.05,5.09,19.00,1733.33,177.65,22.87,60.49,79.12,21.08,27.12,30.43,168.77,13.64,6.01,47.09,4.33,243.12,16.75,25.58,102.91,40.80,108.31,54.07,4.11,178.72,3.21,58.80
31,2020/10/22,3369.53,41.43,6.96,82.10,5.05,14.83,195.99,68.70,3.92,9.65,97.64,27.68,212.79,21.14,36.83,42.14,24.77,16.30,89.56,70.50,18.22,50.69,33.35,18.35,5.06,4.95,19.00,1742.50,180.32,22.92,59.45,78.41,21.28,26.53,30.44,168.70,13.66,6.06,47.30,4.28,241.29,16.84,25.45,103.40,41.19,108.36,53.24,4.10,177.69,3.21,55.76
32,2020/10/23,3346.61,41.00,6.91,83.50,5.11,14.72,193.06,67.70,3.90,9.70,95.37,27.89,208.00,21.25,35.84,40.45,24.95,16.40,88.15,67.95,18.32,49.00,34.04,18.33,5.06,4.92,18.73,1715.33,177.04,22.72,61.50,78.70,21.16,24.78,30.10,164.73,13.59,6.17,45.40,4.27,235.88,16.68,25.14,102.10,41.22,104.18,53.20,4.12,172.30,3.23,52.75
33,2020/10/26,3304.70,42.51,7.04,82.20,5.22,14.28,185.68,65.60,3.90,9.60,90.95,29.60,203.50,21.16,36.05,41.40,23.97,16.44,89.18,70.31,17.78,47.87,34.35,18.10,5.02,4.92,18.99,1643.00,174.98,22.98,60.01,76.50,20.51,25.05,29.02,162.50,13.68,6.14,42.97,4.26,224.29,16.60,25.29,100.52,40.62,104.68,51.97,4.11,173.12,3.23,53.58
34,2020/10/27,3294.09,43.38,7.07,81.07,5.18,14.17,184.81,66.76,3.88,9.48,91.28,30.28,208.77,21.09,36.46,41.22,23.26,16.05,89.23,71.34,17.80,49.03,34.28,18.05,5.03,4.89,19.09,1625.00,177.64,23.02,64.95,77.59,20.40,25.32,28.97,164.47,13.87,6.08,43.91,4.26,233.16,16.73,25.05,99.00,40.45,108.55,52.65,4.10,181.30,3.21,53.23
35,2020/10/28,3313.23,43.55,7.16,79.58,5.15,14.33,198.41,68.01,3.88,9.40,93.10,30.81,223.50,21.72,36.06,42.99,24.63,15.72,91.36,72.16,17.52,49.06,33.11,18.24,5.00,4.85,19.13,1664.81,181.15,24.06,63.35,82.30,20.53,25.34,29.26,165.94,13.94,6.30,43.84,4.22,233.60,16.60,24.47,99.16,40.10,109.60,52.00,4.09,180.16,3.18,53.21
36,2020/10/29,3324.44,43.90,7.01,78.66,5.12,14.41,200.43,69.10,3.89,9.37,91.64,30.58,230.60,22.70,36.45,44.14,24.38,15.76,91.04,74.20,17.80,48.00,32.61,18.76,4.96,4.83,18.90,1676.00,177.00,25.31,64.95,78.45,20.69,26.12,29.62,167.17,13.96,6.41,44.00,4.20,235.50,16.51,23.78,98.05,40.19,112.75,52.05,4.05,184.30,3.15,56.06
37,2020/10/30,3280.38,43.15,6.99,77.83,5.11,14.04,199.40,64.20,3.90,9.26,92.94,30.70,225.12,23.15,36.54,39.73,23.72,15.36,88.84,75.99,17.80,46.08,31.91,18.40,4.92,4.77,18.96,1670.02,194.70,24.86,63.40,78.49,20.36,25.95,28.63,160.20,13.65,6.54,42.79,4.19,229.30,16.65,24.19,100.60,39.81,112.72,50.84,4.07,198.02,3.15,54.38
38,2020/11/02,3265.90,45.00,7.19,77.23,5.10,13.99,194.40,61.55,3.91,9.25,88.00,32.20,229.58,24.10,35.93,37.90,24.45,15.49,89.23,73.73,17.80,44.68,31.28,17.97,4.94,4.71,19.79,1674.01,205.60,26.39,65.83,79.58,19.38,26.20,28.08,161.54,13.16,6.39,41.49,4.17,228.20,16.70,24.84,102.56,40.25,114.10,51.07,4.06,217.82,3.17,53.05
39,2020/11/03,3307.48,45.98,7.65,79.16,5.16,14.24,197.76,62.70,3.95,9.30,90.35,32.20,225.99,23.81,38.40,39.11,25.70,15.57,90.15,70.96,17.91,45.78,31.93,18.41,4.95,4.82,20.00,1695.00,203.30,26.90,65.50,80.05,19.64,25.27,28.73,160.70,13.38,6.77,42.90,4.14,229.60,16.83,24.60,102.74,41.24,113.70,51.65,4.12,215.59,3.18,53.92
40,2020/11/04,3332.19,45.76,7.67,79.50,5.23,14.21,202.43,59.96,3.93,9.34,88.10,30.17,231.48,25.41,38.93,39.46,27.72,15.54,90.17,69.80,18.35,43.43,31.81,18.26,4.95,4.78,19.95,1699.58,205.00,28.18,66.57,83.13,19.24,25.68,28.73,162.16,13.47,6.86,42.81,4.22,228.89,17.12,24.89,103.17,42.93,115.05,54.54,4.11,211.00,3.17,52.95
41,2020/11/05,3369.50,45.82,7.66,80.94,5.27,14.28,200.10,58.92,3.96,9.36,93.16,32.17,234.19,27.50,38.52,39.48,28.70,15.92,91.20,73.99,18.18,42.74,32.28,18.57,4.95,4.87,20.35,1721.90,206.80,28.25,67.43,83.55,19.39,26.74,29.19,168.65,13.81,7.31,43.57,4.20,230.23,17.23,25.82,104.96,42.79,116.90,54.61,4.12,214.00,3.18,52.84
42,2020/11/06,3359.12,46.35,7.90,81.30,5.37,14.22,196.32,56.98,3.98,9.39,92.60,30.60,234.74,27.72,37.77,38.88,28.36,16.16,88.89,71.33,17.99,41.28,32.01,18.68,4.96,4.88,20.36,1700.62,212.16,28.90,68.14,85.86,19.22,27.49,29.24,169.90,14.00,7.51,43.14,4.23,226.14,17.83,25.90,105.29,42.48,116.41,54.74,4.13,219.31,3.20,49.45
43,2020/11/09,3418.28,48.40,8.13,82.98,5.31,14.68,199.50,58.24,4.01,9.43,94.10,32.20,235.49,28.40,38.22,39.51,27.70,16.19,89.37,72.17,17.99,42.59,33.45,19.11,4.98,4.93,20.36,1742.57,225.09,28.41,70.20,87.40,19.96,27.54,30.27,168.87,14.40,8.26,45.52,4.41,231.32,17.92,24.89,115.82,43.03,119.45,55.33,4.18,239.45,3.21,51.51
44,2020/11/10,3416.14,47.96,7.70,83.20,5.27,14.66,185.27,58.79,4.04,9.46,94.66,33.56,249.80,26.75,36.98,38.94,26.50,16.12,87.95,74.79,18.56,42.65,33.63,18.91,5.02,4.87,20.22,1745.00,216.44,28.50,75.27,90.24,19.66,27.32,29.75,167.79,15.06,8.23,44.79,4.39,231.34,17.85,24.66,113.78,43.72,120.31,54.00,4.20,224.91,3.21,56.66
45,2020/11/11,3411.23,46.66,7.53,83.52,5.37,14.45,184.60,59.46,4.12,9.56,89.16,32.80,251.55,26.25,36.42,39.26,24.70,16.40,86.17,73.00,18.68,42.77,33.80,18.69,5.07,4.92,20.54,1731.35,202.01,28.00,74.85,88.50,19.29,28.31,29.26,167.20,14.54,7.46,43.37,4.33,226.88,18.00,24.40,107.00,44.35,114.87,55.97,4.27,202.42,3.23,56.80
46,2020/11/12,3397.35,46.71,7.67,82.27,5.31,14.19,196.15,59.23,4.06,9.43,88.88,32.45,255.00,26.42,36.41,39.01,25.68,16.27,86.55,70.05,18.49,41.90,32.94,18.38,5.01,4.85,20.61,1734.79,203.40,28.65,72.80,90.48,19.12,28.70,29.12,164.37,14.48,7.50,43.15,4.22,225.10,17.72,24.45,108.02,43.58,117.20,55.84,4.22,204.17,3.21,59.14
47,2020/11/13,3338.31,47.63,7.64,80.34,5.25,13.93,192.50,57.38,4.02,9.36,88.67,30.92,250.10,26.19,38.34,38.32,25.90,15.78,85.50,66.56,17.77,40.70,31.78,18.05,4.96,4.78,20.36,1705.00,207.15,28.40,72.31,87.90,18.65,28.16,28.71,162.81,14.35,7.78,43.03,4.21,222.70,17.48,24.74,109.83,42.58,117.70,54.98,4.18,201.79,3.18,57.33
48,2020/11/16,3377.11,47.97,8.19,83.10,5.29,14.01,186.45,58.41,4.10,9.45,93.60,31.29,273.21,25.90,38.69,38.22,24.95,15.99,85.63,66.87,17.67,41.41,32.36,18.16,4.98,4.81,19.98,1730.05,200.50,28.73,72.95,91.95,18.64,28.30,28.97,162.36,14.28,8.07,43.14,4.19,220.49,17.80,24.31,107.10,43.00,120.85,56.76,4.25,199.80,3.19,57.81
49,2020/11/17,3379.27,48.02,8.21,84.03,5.32,13.94,181.00,58.43,4.12,9.53,92.75,29.48,266.80,26.06,36.66,37.97,25.30,16.56,85.53,65.19,17.91,41.42,32.70,18.15,5.00,4.83,19.55,1715.80,214.64,29.10,71.18,90.39,18.60,28.26,29.13,160.06,14.14,8.88,42.63,4.24,215.15,17.85,24.37,105.68,43.84,116.51,57.76,4.28,202.70,3.19,53.40
50,2020/11/18,3387.04,44.08,8.42,85.37,5.31,14.02,175.25,60.01,4.11,9.70,90.30,29.63,258.98,25.65,38.05,38.33,25.36,16.73,86.61,62.74,19.20,42.82,33.08,18.24,5.03,4.83,19.77,1693.65,210.80,28.11,68.01,90.39,18.74,27.50,29.15,161.50,14.40,9.30,43.09,4.21,218.14,17.79,24.20,105.70,44.75,105.87,57.50,4.26,202.54,3.21,51.54
51,2020/11/19,3410.09,45.45,8.38,85.42,5.31,13.13,183.31,60.55,4.12,9.74,92.20,31.17,259.93,26.01,41.00,39.08,24.93,16.99,87.30,64.83,19.33,43.21,34.10,18.29,5.04,4.82,19.84,1720.19,212.00,29.10,73.61,89.49,18.82,27.89,29.33,163.01,14.34,9.24,43.37,4.22,218.68,17.62,24.45,106.80,44.87,106.96,56.79,4.24,205.20,3.23,52.28
52,2020/11/20,3411.93,45.75,8.98,84.54,5.33,13.24,185.00,59.90,4.09,9.67,90.70,32.07,269.00,27.12,41.94,39.23,26.60,16.96,86.91,66.89,19.02,42.51,33.68,18.31,5.03,4.81,19.81,1719.96,207.60,29.54,70.27,90.60,18.79,28.92,29.42,164.26,14.25,10.16,43.62,4.21,219.66,17.73,24.62,105.71,45.05,109.10,56.20,4.24,202.35,3.20,52.54
53,2020/11/23,3469.80,44.78,9.16,86.22,5.42,13.56,187.89,60.09,4.20,9.90,90.03,32.79,266.91,26.85,42.28,39.51,27.27,16.96,86.12,67.70,19.94,42.64,34.25,18.92,5.07,4.88,19.90,1790.21,210.61,30.40,67.49,89.41,19.06,30.10,29.90,162.54,14.17,10.67,44.29,4.21,218.48,18.38,23.97,105.84,45.40,107.50,56.96,4.31,200.50,3.24,54.77
54,2020/11/24,3442.72,44.44,9.15,85.00,5.44,13.60,193.39,58.70,4.19,9.85,88.19,32.06,265.77,26.05,43.46,38.70,26.45,16.78,87.17,66.88,20.08,41.89,33.95,18.79,5.05,4.88,19.71,1763.50,210.60,28.95,68.05,87.25,19.08,30.11,29.53,163.25,14.17,10.50,43.40,4.21,216.12,18.40,23.88,105.77,44.87,105.04,57.14,4.33,205.20,3.23,53.02
55,2020/11/25,3420.29,42.80,8.62,87.25,5.37,13.46,189.00,59.82,4.23,9.81,85.48,31.88,255.59,26.18,41.58,37.79,27.75,16.83,86.13,66.78,19.76,42.20,36.00,18.57,5.04,4.88,19.46,1726.88,205.80,28.30,68.05,84.18,19.00,29.32,29.22,159.20,14.09,10.19,42.23,4.22,212.23,18.42,23.80,103.51,44.43,102.20,55.56,4.31,209.90,3.22,53.15
56,2020/11/26,3445.74,42.14,8.86,89.15,5.40,13.55,191.25,61.45,4.26,9.98,85.41,31.57,255.15,24.95,42.91,38.12,26.77,16.89,86.00,67.47,20.41,41.98,37.85,18.66,5.09,4.90,20.23,1734.39,201.76,27.34,69.68,82.10,18.92,29.61,29.30,160.05,14.00,10.19,42.58,4.21,210.38,18.96,23.91,101.46,45.09,103.00,55.01,4.29,202.77,3.23,51.59
57,2020/11/27,3498.66,42.31,8.95,90.10,5.50,13.56,193.20,62.02,4.28,10.20,85.75,31.27,256.26,27.08,45.00,38.30,27.31,17.40,86.95,69.50,20.61,42.80,38.48,18.94,5.39,4.92,20.31,1737.90,203.59,28.30,69.49,83.88,19.30,31.11,29.98,161.87,13.83,10.01,44.08,4.21,213.13,19.30,23.84,103.00,45.85,102.83,55.50,4.30,205.80,3.32,51.35
58,2020/11/30,3469.42,43.70,9.29,90.03,5.43,13.50,193.20,61.23,4.19,10.06,88.43,30.80,240.68,26.51,45.32,37.79,27.89,17.22,85.99,68.70,21.02,42.41,38.65,18.72,5.32,4.90,20.11,1713.91,206.59,26.97,71.15,81.20,19.30,30.71,30.30,159.20,13.81,9.92,43.71,4.18,209.02,19.62,24.11,105.40,44.20,103.33,56.50,4.31,215.44,3.29,52.00
59,2020/12/01,3554.01,44.43,9.39,93.38,5.51,13.76,196.00,62.16,4.23,10.30,90.14,31.61,249.82,26.50,48.00,38.55,27.95,17.25,87.61,69.92,21.60,43.10,39.85,19.29,5.47,4.95,20.30,1737.00,207.07,27.70,68.75,84.00,19.79,32.23,31.30,165.19,14.08,9.69,44.69,4.19,220.20,19.74,24.32,105.95,46.20,108.48,56.28,4.30,216.88,3.36,52.42
60,2020/12/02,3545.34,43.76,9.35,92.85,5.50,13.71,195.52,63.75,4.22,10.25,90.68,30.50,249.43,25.71,47.42,38.54,26.34,17.37,87.53,69.72,21.30,42.45,39.28,19.18,5.45,4.92,20.20,1738.01,215.09,27.71,68.00,82.96,19.72,32.39,31.08,166.70,14.05,9.72,44.44,4.40,222.41,19.99,24.33,108.57,46.80,108.05,56.06,4.30,218.77,3.33,52.47
61,2020/12/03,3536.81,44.27,8.86,91.87,5.38,13.64,194.93,63.99,4.20,10.24,93.18,30.02,257.34,25.62,46.30,38.94,25.12,17.27,89.99,69.43,21.24,42.13,38.98,19.09,5.38,4.87,20.24,1749.00,212.98,27.35,64.53,83.15,19.63,31.66,30.90,171.55,13.87,9.62,44.67,4.30,224.12,19.07,24.36,108.70,46.49,110.07,55.47,4.30,217.09,3.31,55.40
62,2020/12/04,3541.52,44.11,9.13,92.19,5.30,13.44,196.43,63.35,4.18,10.17,94.30,29.40,262.94,25.24,48.00,39.79,25.39,16.96,91.32,69.24,21.12,41.71,38.79,18.89,5.31,4.83,20.12,1793.11,216.50,27.22,64.50,84.36,19.43,32.05,30.30,181.95,13.84,9.78,44.03,4.29,229.85,18.89,24.07,110.62,45.78,110.97,55.87,4.29,217.64,3.27,55.29
63,2020/12/07,3509.94,45.98,8.81,90.38,5.21,13.33,207.75,61.96,4.11,9.99,96.88,29.75,261.08,24.34,47.70,40.18,25.04,16.54,89.88,71.72,20.50,41.90,37.81,18.51,5.19,4.78,19.80,1812.40,214.00,27.02,64.05,83.24,19.20,31.93,30.01,181.98,13.71,9.43,43.44,4.28,227.30,18.48,24.50,111.18,44.42,111.03,54.23,4.24,216.86,3.24,54.08
