,日期,上证50,用友网络,紫金矿业,中国平安,中国建筑,海通证券,中国中免,新华保险,中国石化,浦发银行,恒生电子,通威股份,山西汾酒,上汽集团,航发动力,伊利股份,长城汽车,保利发展,恒瑞医药,隆基股份,兴业银行,中国人寿,中国太保,国泰君安,工商银行,中国联通,长江电力,贵州茅台,兆易创新,海尔智家,中金公司,万华化学,华泰证券,三一重工,中信证券,海天味业,工业富联,中远海控,中信建投,中国电信,片仔癀,中国神华,山东黄金,闻泰科技,招商银行,药明康德,海螺水泥,中国石油,韦尔股份,农业银行,复星医药
295,2021/11/22,3212.15,32.12,10.54,49.71,4.68,12.23,223.56,38.59,4.13,8.60,57.90,49.22,310.20,20.88,63.72,40.23,64.09,14.11,52.02,92.18,18.20,29.47,27.86,17.30,4.63,3.96,19.99,1854.27,165.46,28.02,47.37,100.00,15.72,22.05,24.29,118.08,11.86,15.38,28.88,,443.00,19.37,19.65,120.00,51.69,128.80,37.28,4.85,279.90,2.94,52.40
296,2021/11/23,3224.15,31.73,10.58,49.62,4.69,12.22,220.50,38.89,4.12,8.63,58.86,48.38,308.17,21.04,62.60,40.08,61.98,14.40,52.08,92.78,18.13,29.47,27.78,17.34,4.63,3.95,19.98,1896.43,162.16,27.89,47.20,98.80,16.20,22.91,24.21,117.37,11.73,15.24,28.90,,443.69,19.58,19.39,120.20,51.75,129.97,37.41,4.86,279.89,2.94,52.68
297,2021/11/24,3231.84,31.44,10.44,49.75,4.70,12.17,220.99,39.14,4.16,8.68,57.83,46.38,318.01,20.60,61.42,39.93,61.34,14.55,51.88,90.77,18.31,29.56,27.80,17.35,4.64,3.95,19.79,1941.00,156.02,27.79,46.87,98.27,16.20,22.56,24.19,116.38,11.71,14.99,28.86,,441.55,20.16,19.41,122.40,51.74,132.98,37.38,4.95,280.80,2.94,52.15
298,2021/11/25,3218.05,31.35,10.53,49.40,4.71,12.04,211.80,38.70,4.12,8.64,57.00,45.00,315.18,20.56,60.57,40.32,58.90,14.26,52.99,87.44,18.27,29.40,27.83,16.90,4.63,3.94,19.79,1956.03,156.33,27.35,46.96,96.98,16.22,22.73,24.09,115.38,11.63,15.09,28.70,,440.98,20.31,19.33,119.88,51.42,134.81,37.16,4.87,282.60,2.92,52.80
299,2021/11/26,3187.36,31.10,10.36,48.72,4.67,11.95,211.32,38.31,4.09,8.56,57.15,44.93,315.00,20.16,60.99,39.19,58.95,14.06,52.35,87.35,18.20,28.93,27.38,16.85,4.61,3.91,19.53,1941.01,151.99,27.59,47.89,96.44,15.90,22.49,23.92,114.66,11.17,14.90,28.28,,438.68,19.72,19.10,119.33,50.10,139.66,36.57,4.77,273.33,2.92,52.80
300,2021/11/29,3187.05,30.65,10.25,48.66,4.64,11.85,203.30,38.08,4.06,8.59,58.32,44.29,315.10,20.09,63.68,39.74,58.74,13.95,51.09,87.99,18.07,28.82,27.25,16.68,4.58,3.87,20.86,1985.00,150.23,26.84,47.16,95.00,15.64,22.07,23.80,113.50,10.98,16.39,28.09,,438.29,19.57,19.10,123.35,49.82,143.00,36.12,4.74,275.45,2.92,55.10
301,2021/11/30,3165.35,32.54,10.15,48.22,4.64,11.83,205.45,37.91,4.04,8.51,58.41,44.92,310.02,19.95,64.34,39.17,59.86,13.85,50.17,87.42,18.01,29.55,27.09,16.73,4.58,3.88,21.68,1930.77,150.60,27.22,47.05,95.75,15.82,21.90,23.77,112.30,11.17,17.37,28.03,,447.00,19.54,19.05,122.70,49.49,144.00,36.22,4.71,272.38,2.91,56.00
302,2021/12/01,3180.42,32.79,10.14,48.87,4.69,11.92,202.89,38.37,4.13,8.56,58.55,45.66,312.42,20.19,64.70,38.70,57.87,14.09,50.50,84.06,18.12,29.33,27.29,16.90,4.60,3.91,21.83,1932.99,165.66,27.71,46.02,95.00,16.23,22.05,24.23,113.68,11.26,17.09,28.37,,433.01,20.10,18.84,126.30,49.99,146.32,36.65,4.86,266.95,2.93,54.37
303,2021/12/02,3190.87,32.50,10.04,48.88,4.75,11.99,201.82,38.33,4.19,8.58,57.85,45.66,314.98,20.59,65.08,38.38,58.49,14.45,49.06,83.13,18.37,29.15,27.18,16.99,4.61,3.90,22.02,1934.00,169.79,27.88,46.17,95.19,16.40,22.36,24.40,112.70,11.20,17.53,28.41,,443.96,20.68,18.88,127.89,50.89,141.60,38.48,4.89,293.65,2.93,53.00
304,2021/12/03,3221.42,32.15,10.12,48.99,4.78,11.99,204.06,38.59,4.20,8.59,58.75,43.97,324.51,20.52,65.60,39.90,57.20,14.74,49.20,82.24,18.30,29.29,27.10,17.04,4.61,3.91,21.91,1971.88,176.49,28.75,44.28,95.02,16.43,22.45,24.78,111.55,11.25,17.44,28.73,,463.07,22.60,19.12,133.36,51.25,141.80,38.36,4.92,303.75,2.93,53.07
305,2021/12/06,3228.14,31.30,10.17,49.15,4.80,12.07,211.99,38.64,4.18,8.60,58.83,44.54,321.00,20.25,64.80,39.82,56.67,15.06,49.28,81.89,18.52,29.44,27.26,17.25,4.63,3.90,21.75,1967.30,172.62,29.70,43.45,97.67,16.92,22.69,25.91,109.86,11.28,18.18,29.05,,451.49,22.19,19.03,130.20,51.82,136.72,38.84,4.89,296.97,2.93,51.22
306,2021/12/07,3254.50,31.88,10.25,50.39,4.90,12.10,213.00,39.25,4.23,8.68,60.00,44.98,318.70,20.86,61.70,39.98,55.90,14.90,50.18,83.97,19.22,29.80,27.77,17.27,4.66,3.92,21.98,1955.87,171.00,30.20,43.97,99.50,16.98,24.25,26.15,112.70,11.35,18.53,28.92,,456.15,22.08,19.24,128.60,51.84,136.68,39.70,4.96,297.31,2.94,51.33
307,2021/12/08,3304.71,35.07,10.30,50.34,4.84,12.14,215.46,39.18,4.22,8.67,61.27,46.45,330.84,20.93,63.51,41.09,56.29,14.91,50.36,84.16,19.45,29.90,27.74,17.44,4.64,3.92,22.01,2043.00,180.55,30.09,44.96,100.00,17.12,23.75,26.49,112.80,11.56,18.82,29.98,,459.57,21.75,19.31,135.00,52.04,139.50,39.27,5.01,309.99,2.93,51.80
308,2021/12/09,3360.18,36.38,10.36,51.31,4.88,12.32,228.38,39.62,4.27,8.75,62.75,46.56,334.00,21.79,62.76,41.41,56.61,15.24,51.39,85.00,19.43,30.47,28.23,17.62,4.66,3.94,22.20,2086.55,180.11,30.47,45.26,102.85,17.28,23.81,26.88,116.90,11.77,18.75,30.52,,465.98,21.80,19.21,135.39,53.13,141.41,40.18,5.08,309.20,2.95,52.75
309,2021/12/10,3353.63,35.85,10.26,51.22,4.86,12.20,229.68,39.38,4.22,8.77,62.04,48.43,334.11,21.83,61.99,42.29,56.75,14.97,51.26,86.81,19.42,30.40,28.14,17.46,4.66,3.95,22.37,2090.00,174.88,30.50,45.34,102.60,16.96,23.17,26.44,115.00,11.89,19.39,30.50,,455.00,21.70,19.12,134.78,53.49,139.90,39.44,4.97,305.98,2.94,51.95
310,2021/12/13,3366.07,35.92,10.38,51.15,4.91,12.15,229.20,39.43,4.22,8.65,62.91,48.25,339.67,21.73,62.40,42.30,55.17,14.50,51.00,87.68,19.59,30.30,28.26,17.46,4.63,3.94,22.35,2118.20,174.40,30.71,45.06,106.80,17.11,24.12,26.67,112.70,11.98,19.10,30.36,,461.90,21.80,18.99,138.10,52.42,135.28,40.64,4.96,306.88,2.93,51.78
311,2021/12/14,3350.50,35.96,10.14,50.85,4.81,12.12,228.00,39.26,4.16,8.57,63.40,46.75,340.93,21.27,64.78,41.97,53.14,13.98,51.00,86.54,19.21,30.17,27.67,17.33,4.62,3.93,22.37,2150.00,172.55,29.98,43.43,104.70,17.09,23.70,26.32,112.19,11.97,18.13,30.02,,471.00,21.24,19.03,139.90,51.15,137.80,39.50,4.86,306.37,2.93,52.70
312,2021/12/15,3318.98,35.70,10.05,50.70,4.89,12.15,223.29,39.07,4.15,8.55,62.59,47.27,335.00,21.13,64.31,41.39,52.34,14.27,50.00,85.30,19.12,29.92,27.53,17.33,4.61,3.93,22.25,2135.00,170.47,29.40,43.38,103.18,17.21,23.61,26.40,108.65,11.87,18.35,30.30,,463.00,21.37,19.03,138.80,51.00,124.02,39.56,4.83,303.00,2.93,51.08
313,2021/12/16,3330.86,36.00,10.11,51.20,4.95,12.22,225.05,39.35,4.22,8.60,62.94,47.20,313.00,21.31,65.22,41.35,53.29,14.47,50.23,85.48,19.50,30.10,27.80,17.44,4.62,3.95,22.53,2118.99,170.92,29.70,43.80,103.99,17.38,23.89,26.65,109.55,12.05,18.58,30.38,,457.70,22.85,19.29,137.78,51.20,124.96,40.03,4.94,304.48,2.94,51.14
314,2021/12/17,3278.90,35.50,10.17,50.54,4.95,12.24,217.28,39.06,4.20,8.56,62.68,45.11,304.30,20.95,63.90,40.96,52.00,14.43,49.78,81.90,19.48,29.93,27.55,17.39,4.61,3.96,22.70,2050.70,167.14,29.45,43.32,103.15,17.16,23.54,26.29,108.50,12.14,18.72,29.80,,456.50,22.03,18.96,135.22,50.77,124.80,39.93,4.94,291.70,2.93,49.97
315,2021/12/20,3255.35,34.70,9.96,50.28,4.99,12.14,212.50,38.90,4.18,8.58,62.30,44.15,310.90,20.59,61.70,40.95,50.60,14.70,49.88,80.49,19.52,30.01,27.48,17.16,4.61,3.97,22.84,2058.96,163.48,28.93,43.46,100.90,16.85,23.15,25.88,109.38,12.10,19.00,29.48,,458.08,21.76,18.99,134.70,50.69,114.38,40.27,4.85,287.42,2.94,49.74
316,2021/12/21,3273.03,34.66,9.99,50.84,5.02,12.22,215.00,39.21,4.21,8.61,64.17,44.76,303.84,20.87,62.31,41.56,51.30,15.44,50.04,80.98,19.53,30.25,27.62,17.60,4.65,3.97,22.01,2038.20,166.23,29.57,44.32,101.75,17.27,23.43,26.11,107.18,12.15,18.95,29.67,,466.13,22.20,18.86,134.14,50.63,118.00,41.19,4.90,290.43,2.94,49.95
317,2021/12/22,3260.57,34.50,9.97,50.18,4.95,12.13,212.01,38.99,4.20,8.57,63.59,44.55,299.01,20.65,61.75,41.55,52.26,15.48,49.66,80.11,19.32,29.94,27.35,17.41,4.64,3.94,22.16,2048.00,171.08,29.77,43.33,101.50,17.23,23.21,25.88,106.15,11.91,18.37,29.38,,479.11,22.11,18.88,136.50,50.01,115.74,41.25,4.89,305.71,2.94,49.01
318,2021/12/23,3287.19,34.95,10.03,50.22,4.96,12.16,210.35,38.87,4.25,8.58,64.01,44.06,306.08,20.82,62.22,41.49,52.88,15.60,49.41,80.20,19.26,29.98,27.34,17.50,4.65,3.93,22.40,2120.00,171.51,29.51,43.90,102.64,17.26,23.52,25.93,107.03,12.03,18.78,29.44,,475.85,22.67,18.58,135.99,50.22,114.96,41.75,5.03,305.94,2.94,49.03
319,2021/12/24,3290.24,35.61,9.69,49.82,4.96,12.06,217.90,38.45,4.21,8.54,63.70,41.27,307.45,20.59,60.89,42.37,50.12,15.61,50.12,77.88,19.07,30.14,27.18,17.48,4.65,3.92,22.50,2194.09,173.89,28.99,42.42,101.25,17.16,23.36,25.69,106.95,11.98,18.36,28.92,,479.80,22.46,18.49,136.98,49.86,112.03,41.78,4.94,308.00,2.94,49.95
320,2021/12/27,3278.44,36.31,9.58,49.98,5.01,12.11,220.00,38.54,4.25,8.56,62.40,40.35,321.41,20.81,60.38,41.95,48.66,15.29,50.41,78.14,18.85,30.27,27.13,17.62,4.66,3.93,22.27,2131.82,167.70,28.91,42.37,101.65,17.33,23.51,26.00,110.52,12.08,18.70,28.98,,472.30,22.80,18.70,136.30,49.33,114.19,41.49,4.95,314.16,2.94,50.15
321,2021/12/28,3303.40,36.00,9.71,50.87,4.99,12.17,222.72,38.90,4.24,8.57,63.52,41.27,326.00,20.84,60.07,41.90,49.00,15.20,50.17,81.55,19.04,30.37,27.17,17.68,4.68,3.93,22.36,2138.18,171.02,30.35,,101.88,17.36,23.75,26.05,108.86,12.05,19.60,29.30,,476.15,22.28,18.62,131.50,49.63,119.10,40.89,4.93,310.00,2.95,49.72
322,2021/12/29,3240.85,35.43,9.62,50.81,4.94,12.16,215.98,38.84,4.24,8.54,62.40,42.21,315.53,20.59,60.26,41.10,48.57,15.05,49.72,82.01,18.92,30.30,27.06,17.63,4.66,3.92,22.45,2041.00,165.00,29.25,,101.89,17.25,23.35,25.88,104.81,11.90,19.45,29.08,,428.54,22.28,18.59,128.41,47.62,119.19,40.47,4.91,305.21,2.94,48.89
323,2021/12/30,3261.79,35.97,9.64,50.41,4.94,12.23,217.50,38.88,4.22,8.54,61.80,42.10,320.38,20.53,63.08,41.36,48.60,15.10,50.01,81.23,19.05,30.18,27.07,17.86,4.64,3.92,22.62,2075.00,176.47,29.68,,100.72,17.69,23.14,26.37,104.68,11.90,18.70,29.29,,423.03,21.94,18.82,131.90,48.50,120.01,40.45,4.90,310.08,2.94,48.88
324,2021/12/31,3274.32,35.88,9.70,50.41,5.00,12.26,219.41,38.88,4.23,8.53,62.15,44.96,315.78,20.63,63.46,41.46,48.54,15.63,50.71,86.20,19.04,30.09,27.12,17.89,4.63,3.93,22.86,2050.00,175.85,29.89,,101.00,17.76,22.80,26.41,105.11,11.92,18.69,29.25,,437.15,22.52,18.91,129.30,48.71,118.58,40.30,4.91,310.77,2.94,48.94
325,2022/01/04,3264.07,36.07,9.82,51.00,5.03,12.33,214.06,39.05,4.26,8.57,62.47,42.52,310.50,20.69,63.55,40.70,47.78,15.80,50.39,84.86,19.13,30.31,27.26,17.86,4.67,3.99,22.95,2051.23,175.88,29.40,,100.05,17.65,22.80,26.44,106.04,12.04,19.60,29.06,,432.30,22.73,19.10,130.00,48.35,108.80,41.67,4.94,310.42,2.94,48.23
326,2022/01/06,3210.39,36.37,9.67,51.30,5.13,12.20,210.11,38.98,4.27,8.57,59.65,41.90,301.80,20.61,58.30,39.98,44.61,15.51,50.11,80.55,19.96,30.19,27.46,17.38,4.70,3.96,23.08,1982.22,162.96,30.14,,100.95,17.01,23.85,25.42,109.53,11.89,18.57,28.28,,402.00,22.22,19.00,126.90,48.15,108.11,43.29,4.98,279.00,2.96,47.60
327,2022/01/07,3223.27,35.56,9.37,52.94,5.24,12.24,207.78,39.88,4.35,8.71,58.80,42.10,295.00,20.66,56.18,40.13,45.17,16.15,50.88,80.27,20.40,30.54,27.92,17.59,4.74,3.99,22.98,1942.00,157.00,30.80,,102.85,17.29,24.81,25.72,109.29,11.83,18.67,28.40,,394.31,22.51,19.20,123.74,49.05,108.88,43.96,5.27,277.74,2.99,47.53
328,2022/01/10,3236.12,35.40,9.40,53.08,5.37,12.26,207.11,40.02,4.34,8.72,58.98,41.89,288.40,20.75,55.59,41.03,46.90,16.47,51.12,79.70,20.63,30.01,28.11,17.84,4.75,4.03,22.85,1966.00,156.50,30.19,,100.70,17.39,24.86,25.83,107.47,11.96,18.09,28.68,,394.98,22.78,19.34,123.28,49.23,112.01,43.88,5.30,273.80,2.99,48.95
329,2022/01/11,3214.53,33.51,9.43,52.86,5.38,12.28,201.21,39.87,4.30,8.73,57.92,40.80,290.00,20.31,52.75,39.82,44.11,16.16,50.18,77.98,21.40,30.16,28.07,17.84,4.75,4.03,22.44,1940.55,152.19,29.66,,98.20,17.20,24.52,25.96,105.60,11.85,18.00,28.65,,393.82,22.70,19.47,119.50,49.85,116.49,43.41,5.24,265.48,3.00,48.95
330,2022/01/12,3236.31,35.05,10.01,52.50,5.26,12.31,212.00,39.76,4.32,8.69,59.00,42.51,285.23,20.37,54.46,39.92,47.05,16.00,49.59,80.20,21.37,30.10,27.87,17.87,4.72,4.01,22.57,1967.00,154.97,30.20,,99.19,17.21,24.49,26.17,107.42,11.82,18.37,28.63,,394.80,22.83,19.62,119.63,49.76,116.90,41.56,5.33,271.00,2.98,48.98
331,2022/01/13,3184.11,35.00,10.06,52.30,5.20,12.29,207.03,39.61,4.37,8.72,58.49,41.09,280.88,20.12,53.20,39.00,44.99,15.55,47.48,79.25,21.24,30.03,27.94,17.79,4.73,4.01,22.38,1877.39,155.14,28.66,,97.07,17.16,23.92,26.36,105.51,11.55,18.18,28.34,,390.00,23.19,19.36,116.20,49.34,115.83,40.40,5.48,266.59,3.01,47.69
332,2022/01/14,3139.05,36.50,9.82,51.10,5.02,11.99,200.49,38.60,4.25,8.59,57.63,41.42,275.90,19.82,52.80,38.86,45.02,14.95,46.65,79.25,20.66,29.00,27.11,17.24,4.68,3.97,21.92,1867.00,157.40,28.33,,96.10,16.76,23.38,25.03,102.92,11.34,18.29,27.79,,386.10,22.52,19.17,119.20,48.02,113.98,39.06,5.29,277.05,2.97,50.17
333,2022/01/17,3147.70,39.75,9.68,50.94,4.99,12.03,190.43,38.41,4.23,8.57,58.44,41.54,279.37,19.99,53.50,39.16,45.51,15.37,46.41,81.01,20.51,28.88,27.09,17.29,4.65,3.97,22.39,1861.61,161.71,28.18,,95.53,17.03,23.42,25.67,102.74,11.42,17.44,27.92,,392.82,22.39,19.09,121.02,48.58,114.16,39.01,5.32,290.60,2.95,49.69
334,2022/01/18,3187.52,38.81,9.94,51.23,5.28,12.04,190.71,38.67,4.34,8.63,59.85,41.28,283.28,20.13,53.75,39.42,45.84,16.15,46.21,79.51,21.30,29.05,27.48,17.48,4.69,4.02,23.22,1892.27,161.37,28.63,,98.80,17.15,23.54,25.70,103.73,11.72,18.13,27.98,,399.90,23.34,19.25,121.08,49.01,117.80,40.19,5.49,296.29,2.99,49.03
335,2022/01/19,3187.19,38.88,9.89,51.45,5.37,12.09,188.62,38.78,4.34,8.64,59.92,40.51,277.75,20.04,52.00,39.31,44.37,16.09,45.73,78.51,21.51,29.16,27.66,17.85,4.70,4.01,23.33,1912.00,157.90,28.95,,96.47,17.51,24.35,24.15,103.97,11.64,17.65,28.01,,391.00,23.51,19.50,117.80,49.70,112.00,42.94,5.50,292.00,2.98,48.02
336,2022/01/20,3233.70,38.74,10.12,53.40,5.40,12.38,193.88,40.53,4.35,8.80,60.20,40.00,277.98,20.07,50.76,40.06,44.44,15.50,45.69,78.20,22.15,29.76,28.49,18.54,4.75,4.01,23.78,1969.52,158.80,30.01,,95.32,18.16,24.25,24.60,105.15,11.77,17.44,28.38,,386.99,23.88,19.79,117.47,51.37,111.00,42.67,5.40,293.25,3.00,48.52
337,2022/01/21,3218.74,38.55,10.27,53.55,5.33,12.35,200.66,40.01,4.29,8.76,60.45,39.94,280.23,19.75,50.23,40.06,44.00,15.48,44.94,76.00,21.80,29.54,28.21,18.37,4.70,4.00,23.74,1984.99,153.00,29.80,,93.67,18.01,23.18,25.28,107.00,11.61,16.70,28.16,,379.22,24.01,19.67,114.92,51.82,107.69,41.19,5.17,285.22,3.00,51.42
338,2022/01/24,3209.74,39.18,10.29,53.13,5.41,12.18,207.30,39.60,4.28,8.69,61.23,40.84,274.75,19.52,50.15,39.40,43.26,15.99,43.29,76.54,22.06,29.19,27.85,18.37,4.70,3.97,23.39,1950.20,155.50,29.45,,93.43,18.33,22.75,25.37,103.31,11.49,16.62,27.89,,376.20,24.12,20.17,119.00,51.85,111.90,41.91,5.30,289.01,2.99,47.68
339,2022/01/25,3144.95,37.80,10.11,51.20,5.30,11.90,206.63,38.82,4.19,8.56,58.65,38.85,268.33,19.06,49.00,38.66,42.93,15.54,42.82,74.45,21.42,28.55,27.09,17.95,4.67,3.82,23.10,1943.00,148.41,29.20,,90.60,17.68,21.81,25.31,100.92,11.31,16.33,26.60,,369.20,23.40,19.87,116.48,50.90,109.70,40.84,5.14,278.60,2.95,45.00
340,2022/01/26,3163.67,37.91,10.18,51.83,5.38,11.97,207.35,39.13,4.25,8.57,59.39,40.05,285.60,19.14,50.38,38.88,42.65,15.55,42.09,77.31,21.33,28.65,27.22,18.62,4.69,3.81,23.09,1955.00,149.92,29.28,,91.40,18.17,21.97,25.33,99.60,11.25,16.69,27.05,,370.53,23.17,18.56,118.75,51.00,104.22,40.84,5.28,276.38,2.96,43.95
341,2022/01/27,3119.24,36.00,9.91,50.79,5.37,11.66,203.70,38.30,4.23,8.45,59.80,38.69,286.42,18.83,48.87,38.12,40.45,15.65,41.09,74.43,21.30,28.02,26.90,18.10,4.68,3.71,23.24,1965.00,146.61,28.46,,92.03,17.54,20.73,25.69,96.06,11.13,16.47,26.35,,362.71,23.48,18.75,110.12,50.77,103.22,39.87,5.24,262.50,2.95,43.41
342,2022/01/28,3054.02,34.91,9.76,49.97,5.20,11.48,206.56,37.49,4.19,8.41,58.57,37.35,275.15,18.66,48.18,38.07,39.96,15.70,40.95,70.11,20.88,27.56,26.26,17.63,4.66,3.71,23.23,1887.00,139.10,27.65,,90.35,17.08,20.14,24.80,96.46,11.11,16.12,26.43,,357.24,22.54,18.79,107.00,49.21,104.80,39.21,5.02,254.20,2.96,42.53
343,2022/02/07,3114.26,35.12,10.25,51.98,5.48,11.60,210.81,38.34,4.36,8.52,58.31,39.85,268.30,18.93,48.15,38.76,41.10,15.96,41.14,73.22,22.01,28.20,26.90,17.98,4.74,3.76,23.05,1867.96,143.83,27.77,,92.63,17.29,20.74,24.69,95.20,11.16,16.53,26.73,,354.88,23.51,19.09,110.18,51.35,104.50,42.17,5.48,244.45,3.00,43.07
344,2022/02/08,3116.50,36.15,10.35,53.00,5.49,11.89,210.38,38.98,4.42,8.65,58.06,38.75,256.50,19.10,48.19,38.65,40.30,15.80,41.72,71.86,22.38,28.85,27.41,18.41,4.85,3.92,22.84,1839.00,140.96,27.26,,94.00,17.53,21.25,24.54,95.50,11.29,17.00,27.03,,346.11,24.96,19.25,108.36,51.71,94.06,41.97,5.53,236.80,3.06,43.51
345,2022/02/09,3139.56,36.45,10.78,53.04,5.41,11.87,212.60,38.97,4.39,8.64,59.08,39.00,271.00,19.20,49.50,39.93,41.35,15.59,42.01,71.18,22.27,28.84,27.36,18.31,4.84,4.05,22.80,1895.98,143.27,27.68,,94.89,17.39,21.19,24.31,95.83,11.35,16.97,27.02,,349.96,24.44,19.29,108.45,51.62,92.73,42.07,5.48,232.23,3.05,43.74
346,2022/02/10,3145.11,35.50,11.21,54.18,5.46,11.89,224.00,39.52,4.45,8.69,56.47,38.58,269.90,19.12,49.69,40.01,40.30,16.02,41.57,68.50,22.65,29.44,27.88,18.37,4.86,4.01,22.66,1873.00,145.04,26.81,,96.60,17.70,21.21,24.64,95.71,11.41,17.05,27.03,,350.70,25.60,18.97,110.39,51.71,85.86,43.58,5.52,231.97,3.08,43.31
347,2022/02/11,3142.91,33.50,11.06,55.59,5.60,11.90,225.43,40.81,4.50,8.74,53.69,37.90,282.60,19.08,48.03,39.83,38.71,15.75,41.26,65.15,22.99,31.60,28.83,18.35,4.87,4.00,22.75,1849.97,141.30,26.55,,98.14,17.90,20.82,24.52,94.79,11.33,17.07,26.96,,340.03,26.11,19.97,108.29,52.76,83.07,44.08,5.80,227.55,3.08,41.58
348,2022/02/14,3104.00,32.00,11.06,53.90,5.35,11.71,227.50,39.79,4.44,8.60,52.22,37.45,293.10,18.80,47.55,40.00,38.10,15.31,39.75,65.33,22.25,30.80,27.92,17.66,4.80,3.96,,1868.67,139.54,25.89,,99.12,16.87,20.46,24.03,96.00,11.26,16.15,26.00,,342.50,25.77,20.13,106.47,51.20,85.30,42.45,5.82,229.00,3.04,41.58
349,2022/02/15,3119.93,32.87,10.90,53.28,5.31,11.72,222.84,39.49,4.35,8.55,54.79,38.64,299.37,18.80,49.28,39.88,38.65,15.32,41.20,68.57,21.85,30.70,27.71,17.65,4.76,3.93,,1890.62,145.31,26.13,,97.18,17.05,20.75,24.25,97.35,11.24,16.16,26.45,,352.49,25.10,19.31,112.73,50.22,93.83,42.10,5.65,241.38,3.02,42.27
350,2022/02/16,3136.08,32.39,10.93,53.84,5.41,11.72,224.20,39.70,4.35,8.59,54.30,38.41,299.16,18.98,48.00,40.29,39.26,15.84,40.57,68.07,22.18,30.76,27.85,17.63,4.78,3.97,,1892.55,145.80,26.20,,97.50,17.10,20.82,23.46,97.28,11.27,16.69,26.42,,353.55,25.19,20.23,113.60,51.07,97.73,42.49,5.64,240.00,3.04,42.04
351,2022/02/17,3139.18,32.52,11.27,53.65,5.36,11.61,220.53,39.34,4.35,8.56,53.76,39.65,297.17,18.87,48.36,40.43,38.88,15.49,40.61,69.50,22.30,30.43,27.65,17.41,4.78,3.94,,1886.99,149.31,26.01,,97.79,16.85,20.75,23.32,96.92,11.25,16.69,26.16,,356.35,25.31,19.91,113.63,51.46,98.40,42.63,5.70,242.90,3.04,41.90
352,2022/02/18,3162.82,32.19,11.23,54.50,5.50,11.70,221.35,39.89,4.38,8.67,53.49,39.06,298.67,18.90,48.17,40.56,38.25,16.33,40.96,68.55,22.89,30.55,27.98,17.59,4.81,3.96,,1907.00,145.99,26.22,,98.42,16.93,20.89,,97.88,11.29,16.89,26.39,,358.30,25.79,19.85,111.75,52.06,98.25,43.53,5.63,239.40,3.05,43.15
353,2022/02/21,3144.87,33.18,11.12,54.16,5.46,11.70,215.55,39.97,4.36,8.60,53.22,39.57,295.32,18.83,47.86,41.01,38.12,16.34,40.93,68.30,22.76,30.17,27.80,17.59,4.82,3.97,,1876.99,144.40,26.28,,98.07,16.83,20.78,,99.46,11.40,16.79,27.14,,355.00,26.41,20.46,109.42,51.76,98.20,43.16,5.57,236.95,3.03,42.92
354,2022/02/22,3102.32,32.08,11.20,53.07,5.39,11.54,210.80,39.48,4.40,8.58,51.79,41.81,290.76,18.46,47.19,40.49,36.92,16.45,40.11,69.09,23.08,29.97,27.36,17.20,4.78,3.93,,1807.87,146.18,25.61,,96.20,16.41,20.38,,96.80,11.27,16.25,26.60,,351.94,26.60,19.94,108.00,51.22,96.80,42.49,5.80,238.00,3.01,41.75
355,2022/02/23,3118.04,32.73,10.92,52.89,5.30,11.59,210.89,39.30,4.33,8.54,53.00,42.97,294.81,18.74,49.20,40.24,38.47,16.08,40.90,72.00,22.50,29.83,27.23,17.30,4.77,3.93,,1827.01,153.90,25.96,,95.30,16.54,20.75,,96.81,11.34,16.51,26.88,,359.00,25.51,21.41,115.64,50.83,99.66,41.86,5.67,248.29,3.01,42.20
356,2022/02/24,3059.64,31.07,11.00,51.46,5.15,11.26,203.99,38.35,4.39,8.44,51.07,42.12,290.39,18.33,50.07,39.52,36.59,15.97,39.68,73.05,22.32,28.94,26.66,16.70,4.70,3.87,,1764.11,151.73,25.35,,93.61,15.95,20.19,,95.55,11.20,16.16,25.97,,350.74,25.50,20.76,115.40,50.02,98.70,40.58,5.91,245.95,2.97,41.11
357,2022/02/25,3075.59,31.40,10.95,51.40,5.07,11.22,210.12,38.34,4.30,8.43,52.27,42.09,289.80,18.37,50.04,39.50,37.00,15.81,40.11,74.56,22.11,28.93,26.58,16.70,4.67,3.85,,1799.06,154.70,25.60,,94.50,15.90,20.17,,97.43,11.20,16.25,25.90,,356.97,24.57,,118.30,49.81,103.40,40.31,5.73,245.01,2.97,42.10
